Item_Identifier,Outlet_Identiifer,Item_Outlet_Sales
FDR04,OUT035,1616.6263122472783
FDR14,OUT049,863.8418170970326
DRC36,OUT010,488.78246007063626
FDE39,OUT019,266.8815525144514
FDP57,OUT049,1637.9653711679402
FDE57,OUT046,2142.2769712046534
NCN18,OUT046,1957.5036242928152
NCQ05,OUT018,1960.0720382584775
FDW47,OUT035,2088.9096810523442
FDV46,OUT035,2396.310977123381
NCP29,OUT045,978.1012699691244
FDE09,OUT018,1463.2717228030374
NCU06,OUT027,6067.315089003656
FDT19,OUT010,516.6256219371635
DRF15,OUT017,2493.9534130998495
DRI51,OUT013,2597.5281049308064
NCX54,OUT013,1682.1113369015602
DRE01,OUT013,4167.950125623764
NCB07,OUT045,2866.8627284316026
FDU50,OUT035,1754.857647711714
FDG40,OUT035,576.8609713348428
FDW10,OUT018,3031.482681141941
FDX51,OUT013,3019.1500402184975
NCP17,OUT045,1048.3332683361818
FDP21,OUT035,3091.448630193888
FDL04,OUT045,1376.9540036767555
FDV23,OUT013,2120.5512577542313
FDF24,OUT046,1277.020326271724
FDH56,OUT027,3102.0026952388534
FDB51,OUT049,890.328899544176
FDI58,OUT027,2603.361474367979
FDR20,OUT013,777.5774079517707
FDC51,OUT018,1569.80492997478
FDB16,OUT027,2363.8901869403708
FDE40,OUT049,968.6289312598551
NCM17,OUT035,846.9330506288707
FDU56,OUT035,3322.721084802098
FDS32,OUT019,324.3099882560739
FDX02,OUT049,3693.9644997324353
FDT39,OUT027,3664.643777376772
FDE35,OUT017,995.3445768580882
NCI42,OUT019,718.79327990244
DRL23,OUT046,1718.2557225271782
FDA10,OUT046,1847.2785383641744
FDA11,OUT013,1420.3419516097583
NCM06,OUT046,2975.767495218152
NCT05,OUT035,4185.362861070493
NCQ02,OUT010,673.6629338174703
NCY06,OUT049,2216.304665898684
FDY56,OUT035,4483.675990443757
FDL02,OUT035,1924.220769468055
NCI06,OUT035,3128.0412332774267
FDQ14,OUT045,1960.1964776100351
FDQ12,OUT017,4351.9248515853105
FDP36,OUT046,905.9397077736689
FDK21,OUT027,6891.873754345101
FDO40,OUT045,2261.5254306159436
NCK54,OUT019,196.2388240741741
FDY09,OUT018,2841.6005642575337
NCW30,OUT049,3648.6562919589196
NCC55,OUT027,898.2863913345022
FDE58,OUT018,1576.547700893199
FDR39,OUT013,3270.165748187829
FDU28,OUT049,3103.198484995157
FDH08,OUT017,3208.1498053637993
FDG35,OUT045,2996.6970365035427
FDG22,OUT049,597.2525375036535
FDC34,OUT035,3132.1359350425587
FDP15,OUT018,4212.603785873568
FDK34,OUT010,284.89612298093107
FDU45,OUT035,2205.005063338285
FDQ04,OUT027,1002.3195654640228
FDX22,OUT018,2845.9199301375293
FDB45,OUT017,1458.5071080308098
NCH43,OUT027,5189.5411332483045
DRE60,OUT046,3859.273188474036
FDD17,OUT027,6382.032434567186
NCM54,OUT017,2200.233513042085
NCH55,OUT013,1956.6361368788985
NCT06,OUT017,2935.4569465724753
FDA48,OUT027,5507.114397735251
FDY58,OUT027,6654.426102139351
FDO25,OUT045,3475.798036277736
FDN50,OUT045,1580.020107716437
FDH35,OUT035,3027.2255567860984
FDK09,OUT045,4352.145568206803
FDO16,OUT013,1317.221813627371
FDW11,OUT045,1025.3167622644687
FDU47,OUT027,3941.3161565998225
NCQ42,OUT010,256.7127994435657
FDK55,OUT027,2490.4398377640214
FDN08,OUT049,2060.4197622819775
FDT57,OUT045,3336.3394254113828
FDJ12,OUT018,3245.7635866695036
DRL59,OUT017,881.8489021291994
NCN53,OUT046,975.2797710176394
FDO51,OUT010,68.36134263502163
FDK56,OUT017,3142.476174522859
FDY12,OUT035,877.4213908185666
FDU15,OUT035,670.9533426622318
FDQ19,OUT046,3129.782028536097
DRF15,OUT045,2318.0236126093887
DRE25,OUT019,111.52639428197199
FDK57,OUT018,1796.1653609453258
FDD33,OUT010,719.384481249522
FDR34,OUT027,6027.029002799169
FDU04,OUT045,1688.0992006244853
FDE35,OUT019,106.20837959519258
NCD31,OUT035,3192.3432947811484
FDJ56,OUT035,1751.0510916412134
NCU53,OUT046,2737.8103136290756
FDD39,OUT035,3802.8224411535025
NCU17,OUT019,289.160027173486
FDJ20,OUT046,1940.64350878958
NCW41,OUT018,2359.2317701142815
FDL52,OUT035,694.4445677862193
FDS39,OUT035,2346.899256538375
DRJ47,OUT045,2737.955545510394
FDP13,OUT010,54.70784935271786
DRK39,OUT010,237.6273316371687
FDF28,OUT010,245.00493127903542
FDB09,OUT045,1837.5268357110547
FDM51,OUT046,1489.700956181695
DRM49,OUT018,539.8244031159584
DRF23,OUT013,2223.1671520830128
DRH01,OUT035,2919.4345115759756
FDH12,OUT027,2853.2847226011004
FDA28,OUT019,284.1867488719872
FDW37,OUT018,984.0125400919501
FDF02,OUT046,1634.426808761897
DRL37,OUT046,585.6660258610145
NCF43,OUT046,2412.7986495054074
FDH08,OUT010,861.7286615135165
FDR34,OUT019,1158.0732854322446
NCK19,OUT049,3463.8095767858604
NCD55,OUT018,429.54206080334075
FDT27,OUT049,3416.001798890058
FDQ57,OUT045,2058.658035569072
FDA47,OUT035,2566.7495306695955
DRG15,OUT027,1776.9414014299387
FDE05,OUT018,2016.541163325852
FDN46,OUT046,1857.5110735120227
FDX27,OUT027,2543.955263230737
FDT51,OUT045,1547.1811582098196
FDU33,OUT013,781.3659347098474
FDJ16,OUT027,1752.3906015620528
FDD20,OUT019,340.9545889120843
FDT36,OUT049,695.6946468013605
DRF15,OUT027,3879.7861042925924
FDN52,OUT010,108.89554672918393
FDC22,OUT027,5609.145541481093
FDX15,OUT045,2538.1348512179216
FDT13,OUT013,3323.7384815348887
FDU04,OUT017,1934.4727061264357
FDU31,OUT019,307.63858081223816
FDW59,OUT027,2310.6189281488982
NCO29,OUT046,2610.302335541369
FDL15,OUT035,2543.713982460456
FDI41,OUT049,3083.402209776329
FDQ48,OUT049,1740.8315641241336
DRI39,OUT013,851.1790147495417
FDI08,OUT013,4157.155243540288
FDC21,OUT049,1754.6752089222978
FDF58,OUT035,1150.475079044831
FDS08,OUT010,277.23029017739145
FDE47,OUT045,2010.1017489786327
NCP18,OUT019,296.4707790899156
NCR41,OUT013,1571.3794073354716
FDA27,OUT013,2851.6040690341733
FDA43,OUT035,3348.888396390609
FDA49,OUT045,1423.5658525069782
NCE55,OUT018,2876.361478328039
DRM49,OUT027,1060.2419642507436
FDF22,OUT027,5170.565363745699
FDQ15,OUT018,1259.7205819530705
NCS54,OUT017,3497.353432343977
NCY05,OUT013,520.4702462554103
FDR45,OUT046,4220.565504220591
FDK57,OUT049,2065.057895220586
FDF41,OUT010,942.1840727681486
FDV21,OUT046,2034.7301821157916
FDD51,OUT046,633.0154090742312
FDF33,OUT046,2435.120398788945
FDA38,OUT046,3503.77220610723
FDR56,OUT045,3205.015513563272
NCN41,OUT017,2075.6297766196326
FDC60,OUT027,2493.280264851822
FDB47,OUT045,3192.6182426942296
DRH01,OUT013,2782.9663033450965
FDW08,OUT046,1579.0020567882073
FDF38,OUT027,1092.513067285199
FDY32,OUT017,2647.638124476938
FDG34,OUT049,1758.2456798903336
FDG47,OUT019,612.3248941621182
NCF18,OUT035,3419.940074538117
FDL39,OUT019,208.97893318655565
NCH55,OUT035,2216.6690554193046
DRJ35,OUT049,1014.1987561688591
FDS44,OUT035,3504.9778779792177
DRE01,OUT018,4145.996288462895
FDY39,OUT013,3676.4648739886934
FDY32,OUT018,2433.256018161444
FDR33,OUT027,3012.4151951773442
NCP50,OUT049,1250.1876494414635
FDZ47,OUT018,1310.8417291043502
FDU57,OUT049,2529.9559612873945
FDY44,OUT013,3057.930817213172
DRH59,OUT018,915.4264428460879
FDB03,OUT027,6390.414406487074
FDY46,OUT045,2769.9746051200354
FDM39,OUT045,2560.8095422248125
FDY36,OUT035,1306.6604977329685
NCM55,OUT035,3229.669591347757
FDJ50,OUT010,52.66325249639749
DRL60,OUT013,2156.1866605796413
NCJ54,OUT049,3554.7502044123426
FDX59,OUT017,464.9575164125697
FDI07,OUT013,3373.2530988054996
DRF51,OUT010,0.0
FDM14,OUT017,1894.4175307620367
FDP21,OUT045,2976.6628919622462
FDE40,OUT035,895.3253815446151
FDE05,OUT035,2365.72731332666
FDM13,OUT027,3352.727286552951
FDC34,OUT027,4169.09711439994
NCI55,OUT018,1893.1571209940366
NCE43,OUT018,2398.378224471869
FDW58,OUT018,1329.6780500914074
FDG60,OUT045,3318.287248804942
FDV31,OUT017,2577.6544338664685
FDR47,OUT013,3110.2360827920893
FDM60,OUT019,69.9231090768726
NCF06,OUT018,3220.175170597067
NCN26,OUT027,2753.022828575299
FDQ59,OUT049,1409.8618236537563
FDF09,OUT046,878.7903827255975
NCS06,OUT017,3401.9000488299407
FDT44,OUT046,1680.7558019516791
FDI19,OUT017,3978.84141053485
FDT22,OUT017,1047.5708095019836
NCF54,OUT027,4835.502851210413
DRG25,OUT045,3196.4772299389665
FDB59,OUT017,3004.957607820086
FDQ37,OUT017,4242.597273368516
FDP56,OUT035,778.889617062842
FDW44,OUT035,2861.987164416568
FDJ26,OUT010,0.0
FDU43,OUT018,2675.3594326337634
FDW33,OUT045,1450.6538894443363
NCX53,OUT027,3608.706683893998
FDN56,OUT010,755.2534578483837
DRF15,OUT049,2487.900519386191
FDO33,OUT017,1938.8960893125395
FDZ39,OUT010,185.94700860333433
NCJ19,OUT017,760.5164717585612
FDU01,OUT035,4128.868833234701
FDT12,OUT035,4143.996821359404
NCM18,OUT018,971.2332597519471
FDP19,OUT017,2277.791223971293
NCR42,OUT049,578.3220200975479
FDN10,OUT046,1924.79737350608
FDG44,OUT017,978.5170216753681
FDQ10,OUT046,3176.800765804013
DRH13,OUT049,1530.1376772189146
FDT52,OUT013,3954.6585472003926
FDM56,OUT045,1641.4401438755856
NCO43,OUT010,495.1441483495678
NCV29,OUT035,3120.7332467466604
NCF06,OUT013,4672.633730262916
FDO50,OUT035,1521.5525637154497
FDT59,OUT013,4238.82546143986
FDX40,OUT027,952.9056015726055
FDE50,OUT017,3642.397852723033
FDX51,OUT017,3313.1464835173933
NCD30,OUT018,1381.6264685695292
FDK15,OUT013,1883.0931305234762
FDL12,OUT045,935.467322834746
FDK46,OUT017,4792.17080639833
DRH49,OUT010,233.89125272033448
FDQ57,OUT046,2394.072002510828
FDY59,OUT017,1456.4105520070739
FDO09,OUT018,3881.6668156598953
NCG30,OUT035,1906.084709382909
FDM09,OUT017,2493.0783249403753
NCN17,OUT027,2640.1480718305106
NCS42,OUT013,1379.9941088598002
FDD02,OUT019,324.6551903282268
FDE34,OUT013,3417.5529222399573
FDU38,OUT045,3181.414356959933
FDB33,OUT046,2567.533039234792
NCJ29,OUT017,1333.6392350191857
FDZ27,OUT035,737.3189873201561
FDI40,OUT013,1527.673730667891
FDG22,OUT013,717.7056044734366
FDT51,OUT017,1790.4415862223145
FDF20,OUT018,2957.936409780138
FDV50,OUT035,1836.8901300318994
FDT02,OUT049,608.2133026244985
DRC49,OUT017,2326.474998212994
FDF26,OUT049,2540.949188091294
FDV52,OUT035,2233.2209199395334
FDX59,OUT049,564.6429111115331
FDV25,OUT035,4233.889761703015
FDW23,OUT027,1148.4327274578366
FDE53,OUT018,1221.5803131899993
FDA19,OUT017,2013.5822130491265
FDH22,OUT046,2023.3358244304814
NCO41,OUT013,1604.5401372278936
FDX12,OUT017,4460.216604439047
FDF17,OUT013,3000.902093815848
FDS11,OUT045,3656.2215139572427
FDR51,OUT035,2666.1604900998273
FDT49,OUT010,245.35869253126725
FDC56,OUT013,2221.262520402479
FDR13,OUT027,3033.9899373460557
FDQ60,OUT035,2025.3269781673991
FDN38,OUT049,4011.5421250206173
NCL29,OUT013,2488.2380037491607
FDO13,OUT027,4127.121931851747
FDE26,OUT018,2188.2635485884243
FDA31,OUT010,575.5897175796765
FDX14,OUT035,1091.8329722489004
FDA34,OUT045,3003.700008691887
FDF26,OUT013,2385.405050836461
FDE38,OUT045,2314.9686813862354
DRI11,OUT046,1775.1299326818435
FDQ60,OUT027,3129.5304977929773
FDL21,OUT027,943.772758025704
DRC12,OUT027,6169.589088910128
FDC47,OUT046,3949.0490478683496
FDE57,OUT045,1937.2064565712838
FDT14,OUT045,1886.640647326045
NCZ53,OUT046,3273.684265233739
FDE28,OUT018,3425.2164193545414
FDR19,OUT035,2348.158218076404
NCF54,OUT019,429.03147451953464
FDZ08,OUT046,1275.3124597344836
NCJ05,OUT018,2239.18262615397
FDF59,OUT046,2099.9063784939704
NCO05,OUT035,1903.2422255813526
FDW24,OUT018,747.7694389859043
NCX42,OUT018,2624.2789934661705
NCA53,OUT035,914.6410847993336
FDI45,OUT019,244.74743163547942
FDG46,OUT046,1893.1515706723126
FDM20,OUT010,506.07286945735314
FDW11,OUT010,268.02638147931907
FDX08,OUT035,2949.4514546478467
NCK17,OUT035,703.2216620062889
FDK32,OUT018,2235.4714755599584
NCA42,OUT035,2871.101985069592
DRI01,OUT035,2937.436456036126
NCL55,OUT049,4758.926345149275
DRE25,OUT018,1090.6165552303555
FDD14,OUT017,3048.193221367734
FDB10,OUT046,3720.9334599951344
DRN11,OUT035,2604.300848563545
FDP38,OUT018,538.2059907953219
NCA30,OUT017,3036.7843080031807
FDT15,OUT017,2899.042433565698
NCP55,OUT018,544.4238177932518
FDF12,OUT035,2439.6229336945903
FDM21,OUT018,3842.1571498483036
FDX56,OUT035,4022.348475644751
FDF10,OUT017,2493.2264847955234
FDT32,OUT045,3080.2985104916706
FDM51,OUT018,1189.5742842034192
NCR50,OUT018,2441.8857281948754
FDI19,OUT049,4046.911875105618
FDX21,OUT017,1659.8116163938225
FDR31,OUT035,2638.010500198863
FDY02,OUT013,3855.903222370445
NCA29,OUT045,3608.775200564118
NCX17,OUT046,2958.7056843733876
FDM12,OUT045,3282.1352503266216
FDI53,OUT027,3870.0251826039457
NCU30,OUT049,2835.123588719037
FDC56,OUT027,3328.7334467856112
FDK27,OUT018,1568.808538472056
NCK18,OUT017,3058.418034521128
FDB52,OUT019,634.6712589319429
DRG25,OUT027,6092.077957788451
FDZ13,OUT049,853.4507108913688
FDB57,OUT019,674.4371230869488
FDR40,OUT046,1429.4341260064366
NCO14,OUT019,35.28105873376262
NCN19,OUT045,2821.0851274955894
FDQ28,OUT019,287.4563184551773
FDO13,OUT018,2000.559961411268
FDK48,OUT013,1076.5533966087721
FDU07,OUT018,2242.0335470800305
FDW20,OUT046,2191.199723153053
FDV12,OUT010,232.24005952257107
FDH24,OUT013,2634.4087489642893
FDV59,OUT049,3801.9659135720126
FDK57,OUT045,1854.8592521428136
FDL16,OUT027,1208.5194871550434
NCQ17,OUT046,2442.764475548146
FDJ15,OUT018,2565.381192569906
FDX24,OUT049,1492.7146885247216
FDT47,OUT046,2385.7105962662363
FDT10,OUT049,1094.8510080548788
FDZ37,OUT018,1110.0746609540051
FDW43,OUT027,6732.810292770091
DRN36,OUT017,1530.8440665666294
FDJ14,OUT045,1255.9204926450302
FDA32,OUT013,3427.5792554643294
FDJ38,OUT019,503.49264721675104
FDQ57,OUT017,2199.227721455333
NCQ41,OUT019,232.55839894677433
FDG56,OUT049,1087.1167639595024
DRC13,OUT027,3394.476024169674
FDV55,OUT035,2344.624011324068
FDQ49,OUT045,2496.273978328058
FDE29,OUT010,69.72614261153467
FDR03,OUT013,3942.195865812656
FDD45,OUT049,1457.716620619824
FDN38,OUT010,436.0144603577178
FDT56,OUT046,816.0316430681194
FDT48,OUT045,3364.769666115445
FDU03,OUT049,3038.7421766194047
FDC56,OUT010,389.88430755083436
NCO43,OUT027,2769.989339884214
FDQ27,OUT017,2089.07993814129
FDR03,OUT046,3169.0208110363483
DRH23,OUT010,168.16422146233208
FDG22,OUT045,516.1040182403137
NCJ42,OUT013,1656.3906873747117
FDR24,OUT046,1444.4024054439205
FDW60,OUT035,2957.1503958478593
FDJ08,OUT013,3203.6833297824933
DRL59,OUT018,627.390237111068
FDG60,OUT010,211.38773822053895
FDW27,OUT017,2433.9770263054293
FDX14,OUT018,858.7848728563463
FDC20,OUT013,806.0896678784734
NCS29,OUT018,3929.8560673044285
FDJ56,OUT046,1561.8346330447243
FDB20,OUT019,220.8925685367219
FDL28,OUT027,5719.145213037296
FDW01,OUT018,2106.2760537613303
FDL03,OUT046,2498.623971211866
FDX22,OUT049,3771.137008596256
FDJ21,OUT035,2725.1310958253616
FDR31,OUT045,2267.1328199524482
FDG21,OUT035,3319.714843769988
FDS22,OUT027,1055.9480812061504
FDK08,OUT035,1609.3842367541743
FDE17,OUT018,2089.9265431354547
NCN30,OUT017,1611.306742447734
FDT50,OUT046,1563.655903475213
NCX42,OUT049,2817.737463165899
FDJ12,OUT035,4026.216040095401
NCA18,OUT027,2976.9031491203777
FDP23,OUT019,377.55590695137175
FDX12,OUT013,3995.951593680735
FDN40,OUT018,2633.2543119110874
FDV48,OUT035,1391.8473348831978
NCY54,OUT013,2796.8622390439605
FDL16,OUT010,57.75257952368611
FDR45,OUT018,3030.6007696623883
FDJ52,OUT046,2645.9139001823014
DRG01,OUT017,1215.5012159881132
FDP52,OUT013,3764.9027414189472
FDU58,OUT017,3261.0759419423102
FDL02,OUT045,1719.7366873523122
FDG28,OUT013,3822.836359702727
FDA19,OUT035,2106.1074274742496
FDW46,OUT027,1989.1953295201035
NCD43,OUT049,1682.2744319263452
DRG39,OUT013,720.4640028350177
NCF55,OUT049,693.585434989157
FDJ07,OUT046,1917.0474455401716
FDE08,OUT046,2175.340714179382
FDP56,OUT019,167.4368881736384
FDT45,OUT045,692.4518042385155
FDF17,OUT018,3048.7685772789982
FDX44,OUT046,1329.4236525859096
FDM28,OUT027,4855.101826949242
FDI36,OUT049,3133.650409268424
FDS07,OUT045,1738.316585883328
FDD36,OUT045,1868.6524495858598
FDW11,OUT046,1084.6263211788632
FDN40,OUT049,2440.7349037873682
NCQ18,OUT049,1641.9972386426
NCQ54,OUT017,3233.5828184404045
NCS42,OUT045,1407.6242894251413
DRH39,OUT010,118.03932073244141
FDC09,OUT027,2805.1812408637943
FDT08,OUT010,503.93603369705943
FDC08,OUT035,4328.757367013409
FDT20,OUT017,578.5019096226799
FDS35,OUT035,1094.517737468855
FDX58,OUT018,3175.81861417864
FDW58,OUT046,1761.2136022919362
DRD27,OUT046,1519.8493966053268
FDH32,OUT019,234.96653875756215
FDS26,OUT035,4993.1475261080395
FDQ31,OUT046,1497.7511941631265
FDP11,OUT018,3101.248255909239
FDD58,OUT017,1720.887127096905
FDM33,OUT045,3481.0469237059197
FDZ16,OUT049,3517.932303024325
NCS29,OUT010,533.7873995016387
NCM18,OUT019,148.30178181152246
FDP11,OUT049,3313.2426769240683
NCC42,OUT017,2177.260009868556
DRM23,OUT046,2622.7191589887043
NCN55,OUT027,5588.156539314673
FDK46,OUT013,4300.837057245619
FDR01,OUT046,3464.2304462459106
NCA05,OUT045,1873.6948643826588
NCP43,OUT017,3103.6560265619037
FDR12,OUT010,461.2303788187071
FDQ01,OUT013,3155.341916554188
FDM13,OUT046,1856.3391777630877
FDQ19,OUT017,4502.522536963123
FDK56,OUT019,491.37092547723455
NCX06,OUT010,932.825863992229
FDO56,OUT027,3275.962685049209
FDU45,OUT045,1881.538885731861
FDI16,OUT019,176.1338650038383
FDL32,OUT046,1748.5770287540195
FDA07,OUT046,2119.108466216052
FDA14,OUT045,2153.501233734494
FDV46,OUT027,3350.669056617745
NCO07,OUT035,3030.815788448941
NCP41,OUT046,1818.2768928465712
FDY60,OUT018,1856.2924141258407
FDN38,OUT017,3907.0814038879944
FDO15,OUT046,1149.2681256637666
FDT60,OUT013,2083.2736170115686
FDA55,OUT035,4502.839083935747
FDE02,OUT010,256.2870277338968
DRJ39,OUT049,3943.8964952829
FDV34,OUT035,1185.9056531216352
FDS20,OUT027,5128.057443359396
FDF02,OUT027,2945.4814671045515
FDW40,OUT017,2254.555098583408
NCB43,OUT046,2843.268242115056
FDR58,OUT017,1516.7604535032572
DRJ59,OUT035,671.3344141733426
NCD30,OUT017,1766.2837492164929
FDE14,OUT017,1740.4389387988563
FDC28,OUT018,1270.4859914624226
FDU16,OUT018,1110.3655434018244
NCD19,OUT035,925.45937078169
FDU21,OUT046,516.5873171305591
FDV59,OUT027,5647.251405534705
FDU03,OUT045,3316.0878583792028
FDC33,OUT010,467.9304342048515
NCR42,OUT035,625.7296584692315
DRH59,OUT035,1281.5886721175043
NCM31,OUT035,1995.8816847743851
FDS50,OUT035,4105.05481824465
FDP39,OUT046,931.9657044863834
FDQ55,OUT013,2017.7490571593494
FDV36,OUT019,330.55781644118133
FDI05,OUT027,2188.9929372469956
FDS45,OUT027,2776.783537518752
FDA39,OUT045,628.3327807060464
FDC37,OUT010,170.41925555035232
FDJ60,OUT027,4171.172053769866
DRQ35,OUT046,2038.210705927074
NCJ06,OUT046,1944.9630660952007
NCY42,OUT018,2184.336226228852
DRM37,OUT049,3186.3442398091697
FDR14,OUT045,845.3710375513263
FDE51,OUT049,781.6831206075192
FDT33,OUT017,2698.860800380991
FDR08,OUT013,1843.122836944165
FDE36,OUT010,396.12528956932283
FDL22,OUT019,258.24126846506897
FDR44,OUT013,2331.2579651862875
FDI56,OUT019,228.91393708163514
FDE47,OUT010,209.33215492404634
FDV27,OUT010,277.2512999381763
FDV10,OUT049,779.4917199491404
FDC40,OUT045,1219.2849900474976
NCX41,OUT013,3380.3827166736846
NCQ38,OUT027,2456.155911848446
FDV12,OUT027,2758.198091534862
FDE52,OUT017,1371.5662067256947
FDG20,OUT027,4652.906792430265
FDV16,OUT027,910.9183014726689
FDI32,OUT017,2029.137334404081
FDJ32,OUT049,1100.0253830946383
FDN39,OUT018,2442.734269164458
FDY34,OUT017,3060.229843073448
FDC14,OUT035,736.6532845208369
FDA55,OUT017,4522.069458333557
FDZ50,OUT010,737.9343187105599
DRG13,OUT049,2669.2711644565725
FDP01,OUT013,1908.0626658453316
NCG54,OUT017,2989.4367610349873
FDM13,OUT045,1372.3456154955056
NCO18,OUT027,4792.100153135961
NCW41,OUT013,2487.0419196810226
FDM52,OUT027,3740.7999089899545
NCF55,OUT035,779.461510237224
FDT09,OUT046,2404.6473025251635
NCM19,OUT035,1835.1804537163111
FDW12,OUT018,2059.405821054944
FDP15,OUT019,996.8949619767204
FDK36,OUT045,726.3378658571744
FDZ25,OUT035,3199.4313186323716
NCW06,OUT049,3166.151743575584
FDW60,OUT046,3112.4719147985143
DRC49,OUT013,2314.3157830610508
NCT17,OUT035,3489.800272418748
NCN06,OUT018,2395.843434280032
FDC45,OUT013,2730.476453505848
DRJ47,OUT019,467.6509583382606
NCF06,OUT045,4484.819730957077
FDE21,OUT010,373.7851332065243
DRG27,OUT013,738.3354699606762
FDW40,OUT049,2331.622032160479
NCO53,OUT046,3362.8180359383628
FDE23,OUT049,730.476033798036
FDQ16,OUT046,1821.738725010418
FDS26,OUT045,3380.9119094929756
FDZ13,OUT010,73.20803522196547
FDS14,OUT049,2381.0157739343163
FDC10,OUT045,1769.5763262140263
FDY16,OUT049,3393.0523309360397
FDJ20,OUT035,1925.2810829207497
FDV43,OUT035,585.2166882030181
FDZ32,OUT027,2863.265085021585
FDR23,OUT046,2683.916373176639
FDN24,OUT035,831.9893721886467
FDE34,OUT027,5442.9804639713975
FDU31,OUT013,3233.904221436289
FDW33,OUT018,1608.4685595186925
FDU26,OUT046,1485.7821831988913
FDE20,OUT027,4886.187444450063
NCW05,OUT035,1726.607177857392
FDB22,OUT018,2335.775316673472
FDO56,OUT046,1822.9227356855133
FDA19,OUT027,3449.3013958280944
DRI39,OUT045,874.2943940854921
FDH52,OUT018,732.2718527764578
FDZ50,OUT035,3265.339373176618
NCN42,OUT035,2599.242062402415
FDB53,OUT013,2731.224394180301
DRG11,OUT017,1766.6797544215792
DRK11,OUT027,3195.107890073677
FDQ60,OUT017,1931.4181410132774
FDT36,OUT017,655.155258333335
DRG25,OUT018,2976.9966907311773
DRJ23,OUT046,2927.2642738849063
FDG05,OUT035,2397.3279270212843
NCK06,OUT018,1953.344336752181
FDU52,OUT017,2304.438952744267
FDW07,OUT018,1022.1618332628182
NCM17,OUT045,732.7317587329433
FDA22,OUT045,2780.2029691061753
NCA41,OUT018,2698.177625487631
FDF38,OUT035,655.4335785633095
FDH52,OUT046,971.9458953368489
FDY58,OUT019,985.700844296651
FDZ16,OUT045,3581.9050879689903
NCM18,OUT017,1170.373632955879
FDA22,OUT018,2347.2373055202083
NCJ43,OUT035,3104.3476794284943
FDI34,OUT027,6899.28391508822
FDG56,OUT046,1063.405326647254
FDS34,OUT046,1798.2468135756003
DRC01,OUT035,712.0584765896695
FDQ04,OUT035,718.2765436363243
FDK04,OUT035,887.9382974833411
FDT51,OUT049,1627.443709331184
FDV26,OUT017,3398.40004377311
FDS04,OUT049,2060.405996644868
FDW43,OUT018,3219.2816919031857
FDQ28,OUT010,370.7871344994669
NCK06,OUT017,2184.9749417732487
FDS23,OUT018,1838.9810164827404
FDZ36,OUT019,507.2020685885541
FDE56,OUT018,756.7075916870633
FDW10,OUT027,4846.027468457169
NCN14,OUT045,2667.088550764137
NCQ18,OUT045,1468.5350505578067
FDW08,OUT017,1822.537151732107
FDU43,OUT035,4362.106955254163
FDR33,OUT010,267.9972564473246
FDM24,OUT010,418.9322813302226
NCZ05,OUT046,1536.536039723487
NCV41,OUT035,2204.2974500154623
FDV11,OUT018,2492.945849896265
NCY05,OUT035,641.2506890022566
FDV44,OUT018,2519.1117787741737
FDW32,OUT049,1206.9853023794076
NCU18,OUT027,3612.7913291704854
NCC43,OUT035,4111.883702871881
FDW19,OUT013,1844.3552664873955
FDN31,OUT035,3163.5112043194003
FDI48,OUT045,664.9973267319176
FDS24,OUT017,1184.7774494629896
FDF46,OUT049,1732.7549395575288
DRG23,OUT017,2331.0264610415165
FDG14,OUT018,2241.912943612503
NCY30,OUT049,3022.324590686098
FDO28,OUT018,1543.9567326639562
DRD24,OUT035,2342.5774752715924
FDI33,OUT049,1608.7238934083266
FDN32,OUT046,2920.2924299997735
FDR16,OUT045,4378.766745338095
FDF26,OUT046,2557.768168086419
NCN29,OUT018,487.8758010949009
FDE20,OUT045,2824.8422531438946
FDA46,OUT046,3314.098634769007
FDU28,OUT045,2873.23456608715
FDQ48,OUT045,1509.8322011620398
FDV36,OUT013,2157.6878809436444
FDR14,OUT018,499.5704408563515
FDP23,OUT017,3602.138137388234
FDP56,OUT013,706.2011784793242
FDK48,OUT010,195.20351898128524
FDR48,OUT046,2253.4112863534565
NCY29,OUT049,919.0565931035292
FDM22,OUT018,696.5061172616424
DRJ01,OUT013,2597.46714380506
FDZ43,OUT045,3901.488380433088
FDV03,OUT035,2739.3982342021777
FDX11,OUT027,4961.566850410368
NCA41,OUT027,5013.291886869053
FDE38,OUT017,2609.390857232116
FDI27,OUT018,574.7367498563972
FDN32,OUT013,3193.1737624001403
NCN43,OUT017,2226.765758296995
FDB47,OUT027,5539.776613864783
FDV03,OUT017,2599.495949378638
NCN30,OUT045,1590.7078888197727
NCV54,OUT010,195.57983420823643
FDV07,OUT013,1554.0508057633235
FDP07,OUT049,2843.1884723191506
FDK48,OUT018,1028.5028714768991
FDM15,OUT019,432.3353858132275
FDY19,OUT027,3542.447711590672
FDK46,OUT046,3985.604108190758
FDY11,OUT045,1018.9138593036898
FDH09,OUT046,1084.8176103954127
FDO08,OUT027,4179.249632352828
FDU14,OUT013,4054.0397525604058
FDD22,OUT027,3066.3043133643687
FDM27,OUT017,2674.053862767748
FDL02,OUT027,2851.2799300705
NCA17,OUT035,2602.807279619335
FDE38,OUT019,422.52977523762206
NCG07,OUT049,3266.694106285431
DRC27,OUT013,4235.645445203689
FDA27,OUT035,3223.075528839073
FDW40,OUT045,2218.007395135188
DRI11,OUT013,1714.5945874691486
